RiverMile,Lat,Long
137.37,36.3902,-112.5166
137.38,36.3903,-112.5168
137.39,36.3903,-112.5169
137.4,36.3904,-112.5171
137.41,36.3904,-112.5173
137.42,36.3905,-112.5174
137.43,36.3905,-112.5176
137.44,36.3906,-112.5178
137.45,36.3906,-112.5179
137.46,36.3907,-112.5181
137.47,36.3907,-112.5183
137.48,36.3907,-112.5185
137.49,36.3907,-112.5186
137.5,36.3907,-112.5188
137.51,36.3907,-112.519
137.52,36.3908,-112.5192
137.53,36.3908,-112.5193
137.54,36.3908,-112.5195
137.55,36.3909,-112.5197
137.56,36.3909,-112.5199
137.57,36.3909,-112.52
137.58,36.391,-112.5202
137.59,36.391,-112.5204
137.6,36.3911,-112.5206
137.61,36.3911,-112.5207
137.62,36.3912,-112.5209
137.63,36.3912,-112.5211
137.64,36.3913,-112.5212
137.65,36.3913,-112.5214
137.66,36.3914,-112.5216
137.67,36.3914,-112.5217
137.68,36.3915,-112.5219
137.69,36.3915,-112.5221
137.7,36.3916,-112.5222
137.71,36.3916,-112.5224
137.72,36.3917,-112.5225
137.73,36.3918,-112.5227
137.74,36.3919,-112.5228
137.75,36.392,-112.523
137.76,36.392,-112.5231
137.77,36.3921,-112.5233
137.78,36.3922,-112.5234
137.79,36.3923,-112.5236
137.8,36.3924,-112.5237
137.81,36.3925,-112.5239
137.82,36.3926,-112.524
137.83,36.3926,-112.5242
137.84,36.3927,-112.5243
137.85,36.3928,-112.5244
137.86,36.3929,-112.5245
137.87,36.393,-112.5247
137.88,36.3931,-112.5248
137.89,36.3932,-112.5249
137.9,36.3933,-112.5251
137.91,36.3935,-112.5252
137.92,36.3936,-112.5253
137.93,36.3937,-112.5254
137.94,36.3938,-112.5255
137.95,36.3939,-112.5256
137.96,36.394,-112.5257
137.97,36.3941,-112.5259
137.98,36.3942,-112.526
137.99,36.3943,-112.5261
138,36.3945,-112.5262
138.01,36.3946,-112.5263
138.02,36.3947,-112.5264
138.03,36.3948,-112.5266
138.04,36.3949,-112.5267
138.05,36.395,-112.5268
138.06,36.3951,-112.527
138.07,36.3952,-112.5271
138.08,36.3952,-112.5273
138.09,36.3953,-112.5274
138.1,36.3954,-112.5275
138.11,36.3955,-112.5277
138.12,36.3956,-112.5278
138.13,36.3957,-112.528
138.14,36.3957,-112.5281
138.15,36.3958,-112.5283
138.16,36.3959,-112.5284
138.17,36.396,-112.5286
138.18,36.3961,-112.5287
138.19,36.3961,-112.5289
138.2,36.3962,-112.529
138.21,36.3963,-112.5292
138.22,36.3963,-112.5293
138.23,36.3964,-112.5295
138.24,36.3964,-112.5297
138.25,36.3965,-112.5299
138.26,36.3965,-112.53
138.27,36.3965,-112.5302
138.28,36.3965,-112.5304
138.29,36.3965,-112.5306
138.3,36.3965,-112.5308
138.31,36.3966,-112.5309
138.32,36.3966,-112.5311
138.33,36.3966,-112.5313
138.34,36.3967,-112.5314
138.35,36.3967,-112.5316
138.36,36.3968,-112.5318
138.37,36.3968,-112.532
138.38,36.3969,-112.5321
138.39,36.397,-112.5323
138.4,36.397,-112.5324
138.41,36.3971,-112.5326
138.42,36.3972,-112.5327
138.43,36.3973,-112.5329
138.44,36.3973,-112.533
138.45,36.3974,-112.5332
138.46,36.3975,-112.5333
138.47,36.3976,-112.5335
138.48,36.3977,-112.5336
138.49,36.3977,-112.5338
138.5,36.3978,-112.5339
138.51,36.3979,-112.5341
138.52,36.398,-112.5342
138.53,36.398,-112.5344
138.54,36.3981,-112.5346
138.55,36.3982,-112.5347
138.56,36.3982,-112.5349
138.57,36.3982,-112.5351
138.58,36.3982,-112.5353
138.59,36.3983,-112.5354
138.6,36.3983,-112.5356
138.61,36.3983,-112.5358
138.62,36.3984,-112.5359
138.63,36.3984,-112.5361
138.64,36.3985,-112.5363
138.65,36.3986,-112.5364
138.66,36.3986,-112.5366
138.67,36.3987,-112.5367
138.68,36.3988,-112.5369
138.69,36.3989,-112.537
138.7,36.399,-112.5372
138.71,36.3991,-112.5373
138.72,36.3992,-112.5374
138.73,36.3992,-112.5376
138.74,36.3993,-112.5377
138.75,36.3994,-112.5379
138.76,36.3995,-112.5381
138.77,36.3995,-112.5382
138.78,36.3996,-112.5384
138.79,36.3996,-112.5386
138.8,36.3996,-112.5387
138.81,36.3996,-112.5389
138.82,36.3996,-112.5391
138.83,36.3997,-112.5393
138.84,36.3997,-112.5395
138.85,36.3997,-112.5396
138.86,36.3997,-112.5398
138.87,36.3998,-112.54
138.88,36.3998,-112.5402
138.89,36.3999,-112.5403
138.9,36.3999,-112.5405
138.91,36.3999,-112.5407
138.92,36.3999,-112.5409
138.93,36.4,-112.541
138.94,36.4,-112.5412
138.95,36.4,-112.5414
138.96,36.4,-112.5416
138.97,36.4,-112.5417
138.98,36.4,-112.5419
138.99,36.4,-112.5421
139,36.4001,-112.5423
139.01,36.4001,-112.5425
139.02,36.4001,-112.5426
139.03,36.4001,-112.5428
139.04,36.4001,-112.543
139.05,36.4001,-112.5432
139.06,36.4001,-112.5434
139.07,36.4001,-112.5435
139.08,36.4001,-112.5437
139.09,36.4001,-112.5439
139.1,36.4001,-112.5441
139.11,36.4001,-112.5443
139.12,36.4001,-112.5444
139.13,36.4,-112.5446
139.14,36.3999,-112.5447
139.15,36.3999,-112.5449
139.16,36.3999,-112.5451
139.17,36.3999,-112.5453
139.18,36.3999,-112.5454
139.19,36.3999,-112.5456
139.2,36.3999,-112.5458
139.21,36.3999,-112.546
139.22,36.4,-112.5462
139.23,36.4,-112.5463
139.24,36.4,-112.5465
139.25,36.4,-112.5467
139.26,36.4,-112.5469
139.27,36.4,-112.5471
139.28,36.4,-112.5472
139.29,36.4,-112.5474
139.3,36.4,-112.5476
139.31,36.4001,-112.5478
139.32,36.4001,-112.5479
139.33,36.4001,-112.5481
139.34,36.4001,-112.5483
139.35,36.4001,-112.5485
139.36,36.4001,-112.5487
139.37,36.4001,-112.5488
139.38,36.4002,-112.549
139.39,36.4002,-112.5492
139.4,36.4002,-112.5494
139.41,36.4002,-112.5496
139.42,36.4002,-112.5497
139.43,36.4002,-112.5499
139.44,36.4002,-112.5501
139.45,36.4003,-112.5503
139.46,36.4003,-112.5504
139.47,36.4003,-112.5506
139.48,36.4003,-112.5508
139.49,36.4003,-112.551
139.5,36.4003,-112.5512
139.51,36.4003,-112.5513
139.52,36.4004,-112.5515
139.53,36.4004,-112.5517
139.54,36.4004,-112.5519
139.55,36.4004,-112.5521
139.56,36.4004,-112.5522
139.57,36.4004,-112.5524
139.58,36.4004,-112.5526
139.59,36.4004,-112.5528
139.6,36.4004,-112.5529
139.61,36.4004,-112.5531
139.62,36.4003,-112.5533
139.63,36.4003,-112.5535
139.64,36.4003,-112.5537
139.65,36.4003,-112.5538
139.66,36.4002,-112.554
139.67,36.4002,-112.5542
139.68,36.4002,-112.5544
139.69,36.4002,-112.5546
139.7,36.4002,-112.5547
139.71,36.4002,-112.5549
139.72,36.4002,-112.5551
139.73,36.4002,-112.5553
139.74,36.4002,-112.5554
139.75,36.4002,-112.5556
139.76,36.4002,-112.5558
139.77,36.4002,-112.556
139.78,36.4003,-112.5562
139.79,36.4003,-112.5563
139.8,36.4003,-112.5565
139.81,36.4003,-112.5567
139.82,36.4003,-112.5569
139.83,36.4003,-112.5571
139.84,36.4003,-112.5572
139.85,36.4003,-112.5574
139.86,36.4003,-112.5576
139.87,36.4003,-112.5578
139.88,36.4003,-112.558
139.89,36.4002,-112.5581
139.9,36.4002,-112.5583
139.91,36.4002,-112.5585
139.92,36.4002,-112.5587
139.93,36.4002,-112.5588
139.94,36.4002,-112.559
139.95,36.4002,-112.5592
139.96,36.4002,-112.5594
139.97,36.4001,-112.5596
139.98,36.4001,-112.5597
139.99,36.4001,-112.5599
140,36.4,-112.5601
140.01,36.4,-112.5603
140.02,36.4,-112.5604
140.03,36.3999,-112.5606
140.04,36.3999,-112.5608
140.05,36.3999,-112.5609
140.06,36.3998,-112.5611
140.07,36.3998,-112.5613
140.08,36.3998,-112.5615
140.09,36.3997,-112.5616
140.1,36.3997,-112.5618
140.11,36.3997,-112.562
140.12,36.3997,-112.5622
140.13,36.3997,-112.5624
140.14,36.3997,-112.5625
140.15,36.3997,-112.5627
140.16,36.3996,-112.5629
140.17,36.3996,-112.5631
140.18,36.3996,-112.5633
140.19,36.3996,-112.5634
140.2,36.3996,-112.5636
140.21,36.3995,-112.5638
140.22,36.3995,-112.564
140.23,36.3995,-112.5641
140.24,36.3995,-112.5643
140.25,36.3995,-112.5645
140.26,36.3995,-112.5647
140.27,36.3995,-112.5649
140.28,36.3995,-112.565
140.29,36.3995,-112.5652
140.3,36.3995,-112.5654
140.31,36.3995,-112.5656
140.32,36.3994,-112.5658
140.33,36.3994,-112.5659
140.34,36.3994,-112.5661
140.35,36.3994,-112.5663
140.36,36.3994,-112.5665
140.37,36.3994,-112.5667
140.38,36.3994,-112.5668
140.39,36.3994,-112.567
140.4,36.3994,-112.5672
140.41,36.3994,-112.5674
140.42,36.3994,-112.5675
140.43,36.3994,-112.5677
140.44,36.3994,-112.5679
140.45,36.3993,-112.5681
140.46,36.3993,-112.5682
140.47,36.3992,-112.5684
140.48,36.3992,-112.5686
140.49,36.3991,-112.5687
140.5,36.3991,-112.5689
140.51,36.3991,-112.5691
140.52,36.399,-112.5693
140.53,36.399,-112.5694
140.54,36.3989,-112.5696
140.55,36.3989,-112.5698
140.56,36.3989,-112.57
140.57,36.3989,-112.5701
140.58,36.3988,-112.5703
140.59,36.3988,-112.5705
140.6,36.3988,-112.5707
140.61,36.3988,-112.5708
140.62,36.3987,-112.571
140.63,36.3987,-112.5712
140.64,36.3986,-112.5714
140.65,36.3986,-112.5715
140.66,36.3986,-112.5717
140.67,36.3985,-112.5719
140.68,36.3985,-112.5721
140.69,36.3984,-112.5722
140.7,36.3984,-112.5724
140.71,36.3983,-112.5726
140.72,36.3983,-112.5727
140.73,36.3983,-112.5729
140.74,36.3982,-112.5731
140.75,36.3982,-112.5733
140.76,36.3982,-112.5734
140.77,36.3981,-112.5736
140.78,36.3981,-112.5738
140.79,36.398,-112.5739
140.8,36.398,-112.5741
140.81,36.3979,-112.5743
140.82,36.3979,-112.5745
140.83,36.3978,-112.5746
140.84,36.3978,-112.5748
140.85,36.3978,-112.575
140.86,36.3977,-112.5751
140.87,36.3977,-112.5753
140.88,36.3977,-112.5755
140.89,36.3977,-112.5757
140.9,36.3977,-112.5759
140.91,36.3977,-112.576
140.92,36.3976,-112.5762
140.93,36.3975,-112.5764
140.94,36.3975,-112.5765
140.95,36.3974,-112.5767
140.96,36.3974,-112.5769
140.97,36.3973,-112.577
140.98,36.3972,-112.5772
140.99,36.3972,-112.5773
141,36.3971,-112.5775
141.01,36.3971,-112.5777
141.02,36.397,-112.5778
141.03,36.397,-112.578
141.04,36.3969,-112.5782
141.05,36.3969,-112.5783
141.06,36.3968,-112.5785
141.07,36.3968,-112.5787
141.08,36.3967,-112.5788
141.09,36.3967,-112.579
141.1,36.3966,-112.5792
141.11,36.3966,-112.5794
141.12,36.3965,-112.5795
141.13,36.3964,-112.5797
141.14,36.3964,-112.5798
141.15,36.3963,-112.58
141.16,36.3963,-112.5802
141.17,36.3962,-112.5803
141.18,36.3962,-112.5805
141.19,36.3961,-112.5807
141.2,36.3961,-112.5809
141.21,36.396,-112.581
141.22,36.396,-112.5812
141.23,36.3959,-112.5814
141.24,36.3959,-112.5815
141.25,36.3959,-112.5817
141.26,36.3958,-112.5819
141.27,36.3958,-112.5821
141.28,36.3957,-112.5822
141.29,36.3957,-112.5824
141.3,36.3957,-112.5826
141.31,36.3956,-112.5827
141.32,36.3956,-112.5829
141.33,36.3955,-112.5831
141.34,36.3955,-112.5833
141.35,36.3955,-112.5834
141.36,36.3955,-112.5836
141.37,36.3954,-112.5838
141.38,36.3954,-112.584
141.39,36.3954,-112.5842
141.4,36.3954,-112.5843
141.41,36.3954,-112.5845
141.42,36.3954,-112.5847
141.43,36.3954,-112.5849
141.44,36.3953,-112.585
141.45,36.3953,-112.5852
141.46,36.3953,-112.5854
141.47,36.3953,-112.5856
141.48,36.3953,-112.5858
141.49,36.3953,-112.5859
141.5,36.3953,-112.5861
141.51,36.3953,-112.5863
141.52,36.3953,-112.5865
141.53,36.3953,-112.5867
141.54,36.3954,-112.5868
141.55,36.3954,-112.587
141.56,36.3954,-112.5872
141.57,36.3954,-112.5874
141.58,36.3954,-112.5876
141.59,36.3954,-112.5877
141.6,36.3954,-112.5879
141.61,36.3954,-112.5881
141.62,36.3954,-112.5883
141.63,36.3954,-112.5885
141.64,36.3954,-112.5886
141.65,36.3954,-112.5888
141.66,36.3954,-112.589
141.67,36.3954,-112.5892
141.68,36.3954,-112.5893
141.69,36.3954,-112.5895
141.7,36.3954,-112.5897
141.71,36.3955,-112.5899
141.72,36.3955,-112.59
141.73,36.3955,-112.5902
141.74,36.3956,-112.5904
141.75,36.3957,-112.5905
141.76,36.3957,-112.5907
141.77,36.3958,-112.5909
141.78,36.3959,-112.591
141.79,36.3959,-112.5912
141.8,36.396,-112.5913
141.81,36.396,-112.5915
141.82,36.3961,-112.5917
141.83,36.3962,-112.5918
141.84,36.3962,-112.592
141.85,36.3963,-112.5922
141.86,36.3963,-112.5923
141.87,36.3964,-112.5925
141.88,36.3964,-112.5927
141.89,36.3965,-112.5928
141.9,36.3965,-112.593
141.91,36.3965,-112.5932
141.92,36.3966,-112.5934
141.93,36.3966,-112.5935
141.94,36.3967,-112.5937
141.95,36.3967,-112.5939
141.96,36.3967,-112.5941
141.97,36.3968,-112.5942
141.98,36.3968,-112.5944
141.99,36.3968,-112.5946
142,36.3968,-112.5948
142.01,36.3968,-112.5949
142.02,36.3968,-112.5951
142.03,36.3968,-112.5953
142.04,36.3969,-112.5955
142.05,36.3969,-112.5957
142.06,36.3969,-112.5958
142.07,36.3969,-112.596
142.08,36.3969,-112.5962
142.09,36.3969,-112.5964
142.1,36.397,-112.5965
142.11,36.397,-112.5967
142.12,36.397,-112.5969
142.13,36.397,-112.5971
142.14,36.3971,-112.5973
142.15,36.3971,-112.5974
142.16,36.3971,-112.5976
142.17,36.3972,-112.5978
142.18,36.3972,-112.598
142.19,36.3972,-112.5981
142.2,36.3972,-112.5983
142.21,36.3972,-112.5985
142.22,36.3972,-112.5987
142.23,36.3972,-112.5989
142.24,36.3972,-112.599
142.25,36.3971,-112.5992
142.26,36.3971,-112.5994
142.27,36.3971,-112.5996
142.28,36.3971,-112.5998
142.29,36.3971,-112.5999
142.3,36.397,-112.6001
142.31,36.397,-112.6003
142.32,36.397,-112.6005
142.33,36.397,-112.6006
142.34,36.3969,-112.6008
142.35,36.3969,-112.601
142.36,36.3969,-112.6012
142.37,36.3968,-112.6013
142.38,36.3968,-112.6015
142.39,36.3968,-112.6017
142.4,36.3967,-112.6018
142.41,36.3966,-112.602
142.42,36.3966,-112.6022
142.43,36.3965,-112.6023
142.44,36.3965,-112.6025
142.45,36.3964,-112.6027
142.46,36.3963,-112.6028
142.47,36.3963,-112.603
142.48,36.3962,-112.6031
142.49,36.3962,-112.6033
142.5,36.3961,-112.6035
142.51,36.396,-112.6036
142.52,36.396,-112.6038
142.53,36.3959,-112.604
142.54,36.3959,-112.6041
142.55,36.3958,-112.6043
142.56,36.3958,-112.6045
142.57,36.3957,-112.6046
142.58,36.3956,-112.6048
142.59,36.3956,-112.6049
142.6,36.3955,-112.6051
142.61,36.3954,-112.6053
142.62,36.3953,-112.6054
142.63,36.3953,-112.6056
142.64,36.3952,-112.6057
142.65,36.3951,-112.6059
142.66,36.3951,-112.606
142.67,36.395,-112.6062
142.68,36.3949,-112.6063
142.69,36.3948,-112.6065
142.7,36.3948,-112.6067
142.71,36.3947,-112.6068
142.72,36.3946,-112.607
142.73,36.3945,-112.6071
142.74,36.3945,-112.6073
142.75,36.3944,-112.6074
142.76,36.3943,-112.6076
142.77,36.3942,-112.6077
142.78,36.3942,-112.6079
142.79,36.3941,-112.608
142.8,36.394,-112.6082
142.81,36.3939,-112.6083
142.82,36.3939,-112.6085
142.83,36.3938,-112.6086
142.84,36.3937,-112.6088
142.85,36.3936,-112.6089
142.86,36.3935,-112.6091
142.87,36.3935,-112.6092
142.88,36.3934,-112.6094
142.89,36.3933,-112.6096
142.9,36.3932,-112.6097
142.91,36.3932,-112.6099
142.92,36.3931,-112.61
142.93,36.393,-112.6102
142.94,36.393,-112.6103
142.95,36.3929,-112.6105
142.96,36.3928,-112.6107
142.97,36.3928,-112.6108
142.98,36.3928,-112.611
142.99,36.3927,-112.6112
143,36.3927,-112.6113
143.01,36.3926,-112.6115
143.02,36.3926,-112.6117
143.03,36.3926,-112.6119
143.04,36.3925,-112.612
143.05,36.3925,-112.6122
143.06,36.3925,-112.6124
143.07,36.3924,-112.6126
143.08,36.3924,-112.6127
143.09,36.3924,-112.6129
143.1,36.3923,-112.6131
143.11,36.3923,-112.6133
143.12,36.3923,-112.6134
143.13,36.3922,-112.6136
143.14,36.3922,-112.6138
143.15,36.3922,-112.614
143.16,36.3922,-112.6141
143.17,36.3921,-112.6143
143.18,36.3921,-112.6145
143.19,36.3921,-112.6147
143.2,36.3921,-112.6149
143.21,36.3921,-112.615
143.22,36.3921,-112.6152
143.23,36.3921,-112.6154
143.24,36.3921,-112.6156
143.25,36.392,-112.6158
143.26,36.392,-112.6159
143.27,36.392,-112.6161
143.28,36.392,-112.6163
143.29,36.392,-112.6165
143.3,36.3919,-112.6166
143.31,36.3919,-112.6168
143.32,36.3919,-112.617
143.33,36.3919,-112.6172
143.34,36.3919,-112.6173
143.35,36.3919,-112.6175
143.36,36.3918,-112.6177
143.37,36.3918,-112.6179
143.38,36.3918,-112.6181
143.39,36.3918,-112.6182
143.4,36.3918,-112.6184
143.41,36.3918,-112.6186
143.42,36.3918,-112.6188
143.43,36.3918,-112.619
143.44,36.3917,-112.6191
143.45,36.3917,-112.6193
143.46,36.3917,-112.6195
143.47,36.3917,-112.6197
143.48,36.3917,-112.6199
143.49,36.3917,-112.62
143.5,36.3918,-112.6202
143.51,36.3918,-112.6204
143.52,36.3918,-112.6206
143.53,36.3918,-112.6208
143.54,36.3918,-112.6209
143.55,36.3918,-112.6211
143.56,36.3918,-112.6213
143.57,36.3917,-112.6215
143.58,36.3917,-112.6216
143.59,36.3917,-112.6218
143.6,36.3917,-112.622
143.61,36.3917,-112.6222
143.62,36.3917,-112.6224
143.63,36.3917,-112.6225
143.64,36.3917,-112.6227
143.65,36.3917,-112.6229
143.66,36.3917,-112.6231
143.67,36.3917,-112.6233
143.68,36.3917,-112.6234
143.69,36.3917,-112.6236
143.7,36.3917,-112.6238
143.71,36.3917,-112.624
143.72,36.3917,-112.6242
143.73,36.3917,-112.6243
143.74,36.3917,-112.6245
143.75,36.3917,-112.6247
143.76,36.3917,-112.6249
143.77,36.3917,-112.6251
143.78,36.3917,-112.6252
143.79,36.3917,-112.6254
143.8,36.3917,-112.6256
143.81,36.3917,-112.6258
143.82,36.3918,-112.6259
143.83,36.3918,-112.6261
143.84,36.3918,-112.6263
143.85,36.3918,-112.6265
143.86,36.3918,-112.6267
143.87,36.3918,-112.6268
143.88,36.3918,-112.627
143.89,36.3918,-112.6272
143.9,36.3918,-112.6274
143.91,36.3918,-112.6276
143.92,36.3918,-112.6277
143.93,36.3918,-112.6279
143.94,36.3918,-112.6281
143.95,36.3918,-112.6283
143.96,36.3918,-112.6285
143.97,36.3918,-112.6286
143.98,36.3918,-112.6288
143.99,36.3918,-112.629
144,36.3918,-112.6292
144.01,36.3918,-112.6293
144.02,36.3918,-112.6295
144.03,36.3917,-112.6297
144.04,36.3917,-112.6299
144.05,36.3916,-112.63
144.06,36.3916,-112.6302
144.07,36.3915,-112.6304
144.08,36.3915,-112.6305
144.09,36.3914,-112.6307
144.1,36.3914,-112.6309
144.11,36.3913,-112.6311
144.12,36.3913,-112.6312
144.13,36.3913,-112.6314
144.14,36.3913,-112.6316
144.15,36.3912,-112.6318
144.16,36.3912,-112.6319
144.17,36.3912,-112.6321
144.18,36.3911,-112.6323
144.19,36.3911,-112.6325
144.2,36.3911,-112.6326
144.21,36.3911,-112.6328
144.22,36.3911,-112.633
144.23,36.391,-112.6332
144.24,36.391,-112.6334
144.25,36.391,-112.6335
144.26,36.391,-112.6337
144.27,36.391,-112.6339
144.28,36.391,-112.6341
144.29,36.3909,-112.6342
144.3,36.3909,-112.6344
144.31,36.3909,-112.6346
144.32,36.3908,-112.6348
144.33,36.3908,-112.6349
144.34,36.3907,-112.6351
144.35,36.3907,-112.6353
144.36,36.3906,-112.6354
144.37,36.3905,-112.6356
144.38,36.3905,-112.6357
144.39,36.3904,-112.6359
144.4,36.3903,-112.636
144.41,36.3903,-112.6362
144.42,36.3902,-112.6364
144.43,36.3901,-112.6365
144.44,36.3901,-112.6367
144.45,36.39,-112.6369
144.46,36.39,-112.637
144.47,36.3899,-112.6372
144.48,36.3899,-112.6374
144.49,36.3898,-112.6375
144.5,36.3897,-112.6377
144.51,36.3897,-112.6379
144.52,36.3896,-112.638
144.53,36.3896,-112.6382
144.54,36.3895,-112.6384
144.55,36.3895,-112.6385
144.56,36.3894,-112.6387
144.57,36.3893,-112.6388
144.58,36.3893,-112.639
144.59,36.3892,-112.6392
144.6,36.3892,-112.6393
144.61,36.3891,-112.6395
144.62,36.389,-112.6396
144.63,36.389,-112.6398
144.64,36.3889,-112.64
144.65,36.3888,-112.6401
144.66,36.3887,-112.6403
144.67,36.3887,-112.6404
144.68,36.3886,-112.6406
144.69,36.3885,-112.6407
144.7,36.3884,-112.6409
144.71,36.3883,-112.641
144.72,36.3883,-112.6412
144.73,36.3882,-112.6413
144.74,36.3881,-112.6415
144.75,36.388,-112.6416
144.76,36.3879,-112.6418
144.77,36.3878,-112.6419
144.78,36.3877,-112.642
144.79,36.3877,-112.6422
144.8,36.3876,-112.6423
144.81,36.3875,-112.6425
144.82,36.3874,-112.6426
144.83,36.3873,-112.6427
144.84,36.3872,-112.6429
144.85,36.3871,-112.643
144.86,36.387,-112.6432
144.87,36.3869,-112.6433
144.88,36.3869,-112.6435
144.89,36.3868,-112.6436
144.9,36.3867,-112.6437
144.91,36.3866,-112.6439
144.92,36.3865,-112.644
144.93,36.3864,-112.6442
144.94,36.3863,-112.6443
144.95,36.3862,-112.6445
144.96,36.3862,-112.6446
144.97,36.3861,-112.6447
144.98,36.386,-112.6449
144.99,36.3859,-112.645
145,36.3858,-112.6451
145.01,36.3856,-112.6452
145.02,36.3855,-112.6454
145.03,36.3854,-112.6455
145.04,36.3853,-112.6456
145.05,36.3852,-112.6457
145.06,36.3851,-112.6458
145.07,36.385,-112.646
145.08,36.3849,-112.6461
145.09,36.3848,-112.6462
145.1,36.3847,-112.6463
145.11,36.3846,-112.6464
145.12,36.3844,-112.6465
145.13,36.3843,-112.6466
145.14,36.3842,-112.6468
145.15,36.3841,-112.6469
145.16,36.384,-112.647
145.17,36.3839,-112.6471
145.18,36.3838,-112.6472
145.19,36.3836,-112.6473
145.2,36.3835,-112.6474
145.21,36.3834,-112.6474
145.22,36.3832,-112.6475
145.23,36.3831,-112.6476
145.24,36.383,-112.6477
145.25,36.3829,-112.6478
145.26,36.3827,-112.6479
145.27,36.3826,-112.6479
145.28,36.3825,-112.648
145.29,36.3823,-112.6481
145.3,36.3822,-112.6482
145.31,36.3821,-112.6482
145.32,36.3819,-112.6483
145.33,36.3818,-112.6484
145.34,36.3817,-112.6484
145.35,36.3815,-112.6485
145.36,36.3814,-112.6486
145.37,36.3813,-112.6486
145.38,36.3811,-112.6487
145.39,36.381,-112.6488
145.4,36.3809,-112.6488
145.41,36.3807,-112.6489
145.42,36.3806,-112.6489
145.43,36.3804,-112.649
145.44,36.3803,-112.649
145.45,36.3802,-112.6491
145.46,36.38,-112.6491
145.47,36.3799,-112.6492
145.48,36.3797,-112.6492
145.49,36.3796,-112.6492
145.5,36.3794,-112.6493
145.51,36.3793,-112.6493
145.52,36.3792,-112.6493
145.53,36.379,-112.6494
145.54,36.3789,-112.6494
145.55,36.3787,-112.6495
145.56,36.3786,-112.6495
145.57,36.3785,-112.6495
145.58,36.3783,-112.6496
145.59,36.3782,-112.6496
145.6,36.378,-112.6496
145.61,36.3779,-112.6496
145.62,36.3777,-112.6497
145.63,36.3776,-112.6497
145.64,36.3775,-112.6497
145.65,36.3773,-112.6497
145.66,36.3772,-112.6498
145.67,36.377,-112.6498
145.68,36.3769,-112.6498
145.69,36.3767,-112.6499
145.7,36.3766,-112.6499
145.71,36.3764,-112.6499
145.72,36.3763,-112.6499
145.73,36.3762,-112.6499
145.74,36.376,-112.65
145.75,36.3759,-112.65
145.76,36.3757,-112.65
145.77,36.3756,-112.65
145.78,36.3754,-112.65
145.79,36.3753,-112.65
145.8,36.3751,-112.65
145.81,36.375,-112.65
145.82,36.3749,-112.6501
145.83,36.3747,-112.65
145.84,36.3746,-112.65
145.85,36.3744,-112.65
145.86,36.3743,-112.65
145.87,36.3741,-112.65
145.88,36.374,-112.65
145.89,36.3739,-112.65
145.9,36.3737,-112.65
145.91,36.3736,-112.65
145.92,36.3734,-112.65
145.93,36.3733,-112.65
145.94,36.3731,-112.65
145.95,36.373,-112.65
145.96,36.3728,-112.65
145.97,36.3727,-112.65
145.98,36.3725,-112.65
145.99,36.3724,-112.65
146,36.3723,-112.65
146.01,36.3721,-112.65
146.02,36.372,-112.65
146.03,36.3718,-112.6501
146.04,36.3717,-112.6501
146.05,36.3715,-112.6501
146.06,36.3714,-112.6502
146.07,36.3713,-112.6502
146.08,36.3711,-112.6503
146.09,36.371,-112.6503
146.1,36.3708,-112.6503
146.11,36.3707,-112.6504
146.12,36.3705,-112.6504
146.13,36.3704,-112.6504
146.14,36.3703,-112.6504
146.15,36.3701,-112.6504
146.16,36.37,-112.6504
146.17,36.3698,-112.6505
146.18,36.3697,-112.6505
146.19,36.3695,-112.6505
146.2,36.3694,-112.6505
146.21,36.3692,-112.6505
146.22,36.3691,-112.6505
146.23,36.369,-112.6505
146.24,36.3688,-112.6505
146.25,36.3687,-112.6505
146.26,36.3685,-112.6505
146.27,36.3684,-112.6505
146.28,36.3682,-112.6505
146.29,36.3681,-112.6505
146.3,36.3679,-112.6505
146.31,36.3678,-112.6506
146.32,36.3677,-112.6506
146.33,36.3675,-112.6507
146.34,36.3674,-112.6507
146.35,36.3672,-112.6507
146.36,36.3671,-112.6508
146.37,36.367,-112.6508
146.38,36.3668,-112.6508
146.39,36.3667,-112.6509
146.4,36.3665,-112.651
146.41,36.3664,-112.651
146.42,36.3663,-112.6511
146.43,36.3661,-112.6512
146.44,36.366,-112.6513
146.45,36.3659,-112.6513
146.46,36.3657,-112.6514
146.47,36.3656,-112.6515
146.48,36.3655,-112.6516
146.49,36.3653,-112.6516
146.5,36.3652,-112.6517
146.51,36.3651,-112.6517
146.52,36.3649,-112.6518
146.53,36.3648,-112.6518
146.54,36.3646,-112.6518
146.55,36.3645,-112.6518
146.56,36.3644,-112.6519
146.57,36.3642,-112.6519
146.58,36.3641,-112.6519
146.59,36.3639,-112.652
146.6,36.3638,-112.652
146.61,36.3636,-112.6521
146.62,36.3635,-112.6521
146.63,36.3634,-112.6522
146.64,36.3632,-112.6523
146.65,36.3631,-112.6524
146.66,36.363,-112.6525
146.67,36.3629,-112.6526
146.68,36.3628,-112.6527
146.69,36.3626,-112.6527
146.7,36.3625,-112.6528
146.71,36.3624,-112.6529
146.72,36.3622,-112.653
146.73,36.3621,-112.6531
146.74,36.362,-112.6531
146.75,36.3619,-112.6532
146.76,36.3617,-112.6533
146.77,36.3616,-112.6534
146.78,36.3615,-112.6535
146.79,36.3613,-112.6536
146.8,36.3612,-112.6537
146.81,36.3611,-112.6538
146.82,36.361,-112.6539
146.83,36.3609,-112.654
